id,cid,usn,ease,ivl,lastIvl,factor,time,type
1635535212498,1623689222525,49,1,-600,-600,2300,5576,2
1635535239875,1623689222529,49,2,-600,-60,0,27364,0
1635535251902,1623689222525,49,1,-600,-600,2300,12014,2
1635535262349,1623689222529,49,1,-60,-600,0,10434,0
1635535270549,1623689222525,49,1,-600,-600,2300,8189,2
1635535274605,1623689222529,49,2,-600,-60,0,4045,0
1635535280520,1623689222525,49,2,1,-600,2300,5903,2
1635535282173,1623689222529,49,2,1,-600,2500,1642,0
1635535293948,1599601956079,49,4,5,1,2650,9941,1
1635535300907,1599601956093,49,1,-600,1,2300,5580,1
1635535305625,1599601956096,49,2,-600,-60,0,4701,0
1635535312561,1599601956088,49,4,5,1,2450,6924,1
1635535317017,1599601956097,49,3,4,-60,2500,4444,0
1635535320776,1599601956046,49,4,3,1,2650,3748,1
1635535323032,1599601956098,49,3,3,-60,2500,2245,0
1635535325019,1599601956078,49,4,4,1,2650,1975,1
1635535327692,1599601956099,49,3,5,-60,2500,2658,0
1635535331266,1599601956087,49,4,4,1,2250,3563,1
1635594268069,1599601956093,49,2,1,-600,2300,8712,2
1635594274984,1599601956096,49,2,1,-600,2500,6899,0
1635594280315,1599601956100,49,2,-600,-60,0,5319,0
1635594285675,1599601956034,49,3,3,1,2500,5346,1
1635594290739,1599601956101,49,2,-600,-60,0,5055,0
1635594294070,1599601956064,49,3,4,1,2350,3319,1
1635594296770,1599601956102,49,3,5,-60,2500,2690,0
1635594298942,1599601956103,49,3,3,-60,2500,2146,0
1635594302417,1599601956101,49,3,4,-600,2500,3463,0
1635594305776,1599601956100,49,3,5,-600,2500,3348,0
1635614395489,1623689222502,49,1,-600,1,2050,7064,1
1635614407298,1623689222438,49,2,20,19,2150,11792,1
1635614409320,1623689222511,49,4,16,5,2650,2009,1
1635614420715,1623689222464,49,1,-600,13,2450,11383,1
1635614431731,1623689222530,49,2,-600,-60,0,10993,0
1635614434190,1623689222457,49,4,49,15,2800,2445,1
1635614436512,1623689222450,49,4,41,12,2550,2311,1
1635614439771,1623689222521,49,4,9,3,2650,3247,1
1635614443122,1623689222531,49,3,4,-60,2500,3339,0
1635614448064,1623689222503,49,3,6,3,2000,4927,1
1635614452311,1623689222440,49,3,4,2,1500,4218,1
1635614454884,1623689222470,49,4,34,11,2800,2561,1
1635614457773,1623689222532,49,3,3,-60,2500,2878,0
1635614460479,1623689222487,49,4,27,8,2650,2686,1
1635614463353,1623689222500,49,3,6,3,1950,2861,1
1635614468361,1623689222525,49,3,2,1,2300,4997,1
1635614471702,1623689222533,49,2,-600,-60,0,3328,0
1635614475149,1623689222504,49,1,-600,4,2150,3435,1
1635614482595,1623689222529,49,1,-600,1,2300,7437,1
1635614487540,1623689222502,49,2,1,-600,2050,4928,2
1635614491048,1623689222464,49,2,1,-600,2450,3496,2
1635614495277,1623689222530,49,2,1,-600,2500,4218,0
1635614498501,1623689222504,49,2,1,-600,2150,3211,2
1635614507537,1623689222529,49,2,1,-600,2300,9024,2
1635614510011,1623689222533,49,3,5,-600,2500,2463,0
1635614516442,1338405665414,49,3,3,1,2400,4250,1
1635614528440,1338405665471,49,1,-600,1,2300,11986,1
1635614531761,1338405665483,49,4,7,1,2650,3312,1
1635614535586,1338405665484,49,3,5,-60,2500,3810,0
1635614538890,1338405665463,49,4,5,1,2250,3292,1
1635614541500,1338405665466,49,4,4,1,2450,2601,1
1635614543304,1338405665475,49,4,6,1,2800,1793,1
1635614547130,1338405665485,49,3,4,-60,2500,3814,0
1635614548967,1338405665479,49,4,6,1,2650,1826,1
1635614555114,1338405665435,49,3,2,1,2300,6137,1
1635614557501,1338405665445,49,4,5,1,2650,2374,1
1635614559841,1338405665486,49,3,5,-60,2500,2327,0
1635614566068,1338405665480,49,4,7,1,2650,6215,1
1635614568075,1338405665436,49,4,5,1,2650,1996,1
1635614571385,1338405665418,49,1,-600,1,1650,3299,1
1635614574855,1338405665487,49,3,5,-60,2500,3459,0
1635614579800,1338405665450,49,3,3,1,2650,4934,1
1635614584109,1338405665440,49,1,-600,2,1300,4296,1
1635614590776,1338405665471,49,2,1,-600,2300,6653,2
1635614596573,1338405665418,49,2,1,-600,1650,5786,2
1635614601524,1338405665440,49,1,-600,-600,1300,4939,2
1635614603193,1338405665440,49,2,1,-600,1300,1657,2
1635614610787,1611478047545,49,4,26,9,2350,5876,1
1635614629041,1618923241468,49,3,20,11,2150,16927,1
1635614644154,1619441571702,49,3,16,11,1300,15100,1
1635614651710,1623517317085,49,3,10,7,1300,5116,1
1635614658509,1624919197091,49,3,142,55,2500,5321,1
1635614662552,1624919188443,49,3,3,1,1350,4029,1
1635614666342,1624919231313,49,3,23,11,2450,3777,1
1635614819735,1624919195463,49,3,3,1,1350,14095,1
1635614825490,1624919194843,49,4,14,5,2100,5742,1
1635671958733,1615373416497,49,3,358,138,2500,9330,1
1635671972592,1615898597376,49,3,5,3,1700,13845,1
1635671980206,1614257342172,49,3,29,12,2450,7601,1
1635677383678,1612870406579,49,3,391,157,2500,18351,1
1635677442555,1612994413897,49,3,10,6,1300,58862,1
1635678547183,1617014730571,49,2,6,5,1300,60000,1
1635678671679,1615902038790,49,2,167,140,2350,60000,1
1635678686761,1623689222529,49,1,-600,1,2100,5550,1
1635678692933,1623689222534,49,2,-600,-60,0,6159,0
1635678696495,1623689222464,49,4,4,1,2600,3549,1
1635678704898,1623689222530,49,4,5,1,2650,8392,1
1635678714803,1623689222460,49,4,55,15,2800,9894,1
1635678719288,1623689222504,49,4,3,1,2300,4473,1
1635678722935,1623689222535,49,3,4,-60,2500,3634,0
1635678852564,1623689222517,49,2,3,2,1950,36861,1
1635678854919,1623689222466,49,4,47,13,2800,2344,1
1635678861850,1623689222455,49,3,4,2,1300,6919,1
1635678866660,1623689222502,49,1,-600,1,1850,4797,1
1635678870220,1623689222536,49,3,5,-60,2500,3549,0
1635678872525,1623689222496,49,4,26,7,2800,2294,1
1635678875080,1623689222516,49,4,14,5,2650,2543,1
1635678881392,1623689222467,49,3,34,12,2500,6300,1
1635678886300,1623689222459,49,2,15,14,2350,4896,1
1635678897980,1623689222537,49,3,4,-60,2500,11666,0
1635678901005,1623689222518,49,4,15,4,2650,3014,1
1635678905946,1623689222494,49,3,8,4,2300,4929,1
1635678910019,1623689222491,49,3,18,8,2650,4055,1
1635678926324,1623689222510,49,2,5,4,2150,16294,1
1635678937366,1623689222529,49,2,1,-600,2100,11028,2
1635678964659,1623689222534,49,2,1,-600,2500,27278,0
1635679013007,1623689222502,49,2,1,-600,1850,48334,2
1635679019355,1599601956091,49,4,11,3,2650,4949,1
1635679021176,1599601956104,49,3,5,-60,2500,1802,0
1635679026370,1599601956096,49,4,5,1,2650,5182,1
1635679028514,1599601956105,49,3,5,-60,2500,2130,0
1635679032581,1599601956081,49,4,10,3,2800,4056,1
1635679034571,1599601956106,49,3,4,-60,2500,1978,0
1635679036992,1599601956084,49,4,7,3,2650,2410,1
1635679054228,1599601956107,49,3,5,-60,2500,17224,0
1635679059111,1599601956093,49,1,-600,1,2100,4871,1
1635679076359,1599601956095,49,4,9,3,2650,17235,1
1635679079582,1599601956093,49,2,1,-600,2100,3196,2
1635679140881,1338405665471,49,1,-600,1,2100,11411,1
1635679146485,1338405665473,49,3,9,3,2500,5589,1
1635679150496,1338405665488,49,2,-600,-60,2500,3996,0
1635679156191,1338405665477,49,4,8,3,2650,5684,1
1635679315080,1338405665489,49,3,4,-60,2500,9756,0
1635679318938,1338405665418,49,4,4,1,1800,3846,1
1635679326970,1338405665490,49,3,4,-60,2500,8017,0
1635679339429,1338405665478,49,3,7,3,2500,12448,1
1635679342859,1338405665491,49,3,3,-60,2500,3418,0
1635679360016,1338405665482,49,4,8,3,2650,17134,1
1635679364160,1338405665440,49,1,-600,1,1300,4132,1
1635679371546,1338405665471,49,1,-600,-600,2100,7373,2
1635679376660,1338405665488,49,1,-60,-600,2500,5103,0
1635679382006,1338405665440,49,2,1,-600,1300,5335,2
1635679386216,1338405665488,49,2,-600,-60,2500,4200,0
1635679390539,1338405665471,49,2,1,-600,2100,4311,2
1635679392952,1338405665488,49,3,5,-600,2500,2402,0
1635679429476,1619433953044,49,3,11,7,1300,29082,1
1635679445627,1634571396344,49,3,19,7,2500,10520,1
1635679454431,1635108612016,49,3,8,3,2500,8791,1
1635701559832,1624919195664,50,2,20,19,1750,5262,1
1635701600295,1624919188917,50,1,-600,19,1550,40443,1
1635701606169,1624919196879,50,1,-600,20,1850,5859,1
1635701611841,1624919196801,50,3,14,9,1750,5661,1
1635701614603,1624919188917,50,2,1,-600,1550,2744,2
1635701617374,1624919196879,50,2,1,-600,1850,2758,2
1635701630592,1634644978442,50,3,16,6,2500,10857,1
1635701663322,1634913893798,50,3,11,4,2300,32718,1
1635701669285,1635285326047,50,2,-600,-60,0,5950,0
1635701686077,1635169780194,50,3,9,3,2500,16780,1
1635701709155,1635285280237,50,3,9,3,2500,23065,1
1635701783106,1620220632942,50,3,114,56,2150,58163,1
1635701865246,1635285362155,50,2,-600,-60,0,60000,0
1635701902590,1634645131449,50,1,-600,5,2150,37332,1
1635701931695,1634586706918,50,3,22,8,2500,29092,1
1635701942341,1635187560315,50,3,11,4,2500,10635,1
1635701946683,1635285383010,50,3,3,-60,2500,4331,0
1635702091676,1634585661987,50,2,6,5,2200,60000,1
1635702096990,1635284663530,50,4,12,3,2650,5302,1
1635702137861,1634913686928,50,3,11,3,2350,40859,1
1635702166220,1635327765238,50,2,-600,-60,0,28348,0
1635702208157,1635161246029,50,1,-600,3,2450,41925,1
1635702224243,1635284082134,50,3,10,4,2500,16071,1
1635702250157,1634913806992,50,3,11,4,2500,25903,1
1635702255226,1635283810319,50,4,11,3,2650,5054,1
1635702278243,1635284686015,50,4,10,3,2650,23005,1
1635702282389,1635285326047,50,3,4,-600,2500,4135,0
1635702293467,1635285362155,50,2,1,-600,2500,11067,0
1635702312532,1634645131449,50,2,1,-600,2150,19054,2
1635702324678,1635161246029,50,2,1,-600,2450,12135,2
1635702331303,1635327765238,50,2,1,-600,2500,6613,0
1635702361974,1635037252379,50,3,9,3,2500,29037,1
1635702392443,1634572780685,50,3,14,6,2350,30456,1
1635702457554,1635109034241,50,3,8,3,2500,60000,1
1635702533424,1634572146739,50,3,16,7,2350,60000,1
1635702561659,1635036408701,50,3,14,5,2500,15052,1
1635702707609,1635108483889,50,2,4,3,2350,60000,1
1635702766731,1635452432725,50,1,-600,1,2300,59111,1
1635702780671,1635108336284,50,3,12,3,2500,13924,1
1635702787333,1634572740373,50,4,11,3,2300,6651,1
1635702800077,1635036633250,50,3,9,4,2500,12733,1
1635702812558,1635452432725,50,2,1,-600,2300,12469,2
1635702959556,1613040372684,50,3,6,5,1300,60000,1
1635703046815,1616855517385,50,3,104,61,1750,60000,1
1635703059610,1614592712306,50,3,35,17,2150,12781,1
1635703074152,1614593396557,50,3,239,98,2350,14530,1
1635703101348,1616496164830,50,3,8,5,1300,27183,1
1635703224187,1614613315643,50,3,17,9,2000,60000,1
1635703265273,1613556345220,50,3,6,4,1300,41074,1
1635768696979,1623689222524,52,4,13,4,2650,5318,1
1635768698611,1623689222522,52,4,14,4,2650,1609,1
1635768701418,1623689222519,52,4,18,5,2650,2792,1
1635768705345,1623689222538,52,3,5,-60,2500,3916,0
1635768709526,1623689222502,52,1,-600,1,1650,4168,1
1635768714196,1623689222525,52,3,4,2,2300,4660,1
1635768718394,1623689222539,52,2,-600,-60,0,4184,0
1635768719861,1623689222451,52,4,68,21,2650,1455,1
1635768723184,1623689222520,52,4,15,5,2650,3312,1
1635768726442,1623689222540,52,3,3,-60,2500,3246,0
1635768731438,1623689222523,52,1,-600,4,2300,4978,1
1635768737921,1623689222534,52,3,3,1,2500,6472,1
1635768777381,1623689222541,52,2,-600,-60,0,39449,0
1635768787019,1623689222529,52,1,-600,1,1900,9625,1
1635768791428,1623689222502,52,2,1,-600,1650,4397,2
1635768794852,1623689222523,52,2,1,-600,2300,3412,2
1635768797575,1623689222529,52,2,1,-600,1900,2711,2
1635768799831,1623689222539,52,3,5,-600,2500,2245,0
1635768805443,1623689222541,52,1,-60,-600,0,5601,0
1635768806913,1623689222541,52,2,-600,-60,0,1459,0
1635768808081,1623689222541,52,2,1,-600,2500,1157,0
1635768814731,1599601956046,52,3,9,3,2650,4860,1
1635768817254,1599601956108,52,3,5,-60,2500,2511,0
1635768819911,1599601956093,52,4,3,1,2250,2644,1
1635768823135,1599601956109,52,3,5,-60,2500,3208,0
1635768824856,1599601956094,52,4,14,4,2650,1710,1
1635768831374,1599601956110,52,2,-600,-60,0,6506,0
1635768834113,1599601956086,52,4,12,4,2650,2724,1
1635768841312,1599601956111,52,2,-600,-60,0,7188,0
1635768843416,1599601956092,52,4,15,4,2650,2092,1
1635768845889,1599601956098,52,4,10,3,2650,2461,1
1635768848093,1599601956090,52,4,14,4,2650,2190,1
1635768852054,1599601956085,52,3,8,4,2500,3950,1
1635768855559,1599601956111,52,2,1,-600,2500,3482,0
1635768859083,1599601956110,52,2,1,-600,2500,3512,0
1635768873555,1338405665472,52,3,9,4,2500,8566,1
1635768921714,1338405665492,52,2,-600,-60,2500,48147,0
1635768926063,1338405665435,52,3,4,2,2300,4335,1
1635768933783,1338405665493,52,3,3,-60,2500,7708,0
1635768940214,1338405665440,52,2,2,1,1300,6417,1
1635768943806,1338405665494,52,3,5,-60,2500,3581,0
1635768949371,1338405665471,52,1,-600,1,1900,5553,1
1635768955900,1338405665495,52,2,-600,-60,2500,6517,0
1635768960995,1338405665481,52,3,12,4,2500,5084,1
1635768963818,1338405665476,52,4,12,4,2650,2810,1
1635768968397,1338405665471,52,2,1,-600,1900,4569,2
1635768974396,1338405665492,52,2,1,-600,2500,5988,0
1635768980711,1338405665495,52,2,1,-600,2500,6301,0
1635768998150,1615905465487,52,3,46,21,2250,12654,1
1635769031541,1634572438098,52,3,23,8,2500,22125,1
1635769043257,1635109307682,52,3,8,4,2500,11704,1
1635769128877,1635452432725,52,1,-600,1,2100,60000,1
1635769136442,1635109345189,52,3,14,5,2500,7552,1
1635769182641,1635452432725,52,2,1,-600,2100,46188,2
1635802005762,1623517298823,56,4,14,5,2200,8674,1
1635802014155,1624919188917,56,1,-600,1,1350,6312,1
1635802018394,1624919194633,56,3,16,9,2100,4226,1
1635802022187,1624919196879,56,3,3,1,1850,3781,1
1635802026095,1624919188917,56,2,1,-600,1350,3895,2
1635802048031,1618755518509,56,2,77,64,2050,18789,1
1635802059858,1618816520483,56,3,12,8,1400,11815,1
1635802068497,1635284144948,56,3,12,5,2500,5097,1
1635802122453,1635340631825,56,2,-600,-60,0,36328,0
1635802156959,1634645131449,56,3,4,1,2150,34494,1
1635802195642,1635330740763,56,2,-600,-60,0,28162,0
1635802227892,1634913392158,56,3,11,4,2500,32240,1
1635802294744,1635340695117,56,2,-600,-60,0,38493,0
1635849392910,1623689222523,56,4,4,1,2450,6298,1
1635849397248,1623689222502,56,4,4,1,1800,4317,1
1635849399355,1623689222528,56,4,13,4,2650,2095,1
1635849402627,1623689222542,56,3,4,-60,2500,3259,0
1635849408999,1623689222446,56,1,-600,22,2300,6360,1
1635849419566,1623689222526,56,3,11,4,2500,10552,1
1635849422172,1623689222472,56,4,46,14,2800,2593,1
1635849424109,1623689222543,56,3,5,-60,2500,1924,0
1635849427800,1623689222532,56,4,9,3,2650,3677,1
1635849430791,1623689222541,56,1,-600,1,2300,2980,1
1635849438606,1623689222479,56,3,26,12,2500,7804,1
1635849442278,1623689222544,56,2,-600,-60,0,3660,0
1635849446941,1623689222468,56,3,39,14,2650,4611,1
1635849449646,1623689222484,56,4,17,6,2600,2694,1
1635849454189,1623689222529,56,3,3,1,1900,4531,1
1635849459719,1623689222545,56,2,-600,-60,0,5518,0
1635849467134,1623689222483,56,3,26,11,2650,7403,1
1635849476022,1623689222446,56,2,1,-600,2300,8875,2
1635849484323,1623689222541,56,1,-600,-600,2300,8289,2
1635849487265,1623689222545,56,3,4,-600,2500,2930,0
1635849494111,1623689222541,56,1,-600,-600,2300,6834,2
1635849496834,1623689222544,56,3,5,-600,2500,2711,0
1635849498872,1623689222541,56,2,1,-600,2300,2027,2
1635849504719,1599601956034,56,1,-600,3,2300,4564,1
1635849506973,1599601956103,56,4,7,3,2650,2241,1
1635849508962,1599601956078,56,4,13,4,2800,1977,1
1635849511385,1599601956112,56,3,5,-60,2500,2411,0
1635849515275,1599601956087,56,4,10,4,2400,3878,1
1635849519101,1599601956110,56,3,3,1,2500,3813,1
1635849525087,1599601956113,56,2,-600,-60,0,5965,0
1635849528786,1599601956111,56,3,4,1,2500,3685,1
1635849532493,1599601956089,56,3,10,5,2500,3695,1
1635849539476,1599601956114,56,2,-600,-60,0,6971,0
1635849542465,1599601956097,56,4,13,4,2650,2978,1
1635849545772,1599601956083,56,3,13,5,2500,3295,1
1635849548896,1599601956115,56,3,5,-60,2500,3111,0
1635849551618,1599601956082,56,3,11,5,2500,2706,1
1635849554457,1599601956034,56,2,1,-600,2300,2813,2
1635849560569,1599601956113,56,1,-60,-600,0,6102,0
1635849565611,1599601956114,56,2,1,-600,2500,5031,0
1635849569938,1599601956113,56,2,-600,-60,0,4313,0
1635849571157,1599601956113,56,2,1,-600,2500,1206,0
1635849582301,1338405665474,56,1,-600,5,2300,9844,1
1635849585474,1338405665450,56,4,10,3,2800,3157,1
1635849587446,1338405665496,56,3,5,-60,2500,1958,0
1635849590001,1338405665470,56,4,15,5,2650,2543,1
1635849595849,1338405665492,56,1,-600,1,2300,5837,1
1635849601709,1338405665497,56,2,-600,-60,2500,5848,0
1635849603664,1338405665444,56,4,41,11,2800,1943,1
1635849606389,1338405665414,56,4,10,3,2550,2714,1
1635849610498,1338405665498,56,3,5,-60,2500,4092,0
1635849624827,1338405665468,56,1,-600,5,2300,14317,1
1635849631437,1338405665495,56,1,-600,1,2300,6599,1
1635849638354,1338405665499,56,2,-600,-60,2500,6903,0
1635849644435,1338405665471,56,2,3,1,1750,6070,1
1635849647225,1338405665474,56,2,1,-600,2300,2778,2
1635849654693,1338405665492,56,2,1,-600,2300,7456,2
1635849656714,1338405665468,56,2,1,-600,2300,2010,2
1635849660839,1338405665495,56,2,1,-600,2300,4114,2
1635849663695,1338405665497,56,2,1,-600,2500,2845,0
1635849666267,1338405665499,56,2,1,-600,2500,2561,0
1635849677409,1619433605117,56,3,37,14,2600,9434,1
1635849716400,1634573462683,56,2,9,6,2200,24747,1
1635867374488,1635452432725,57,3,3,1,2100,27795,1
1635867445938,1635769287997,57,2,-600,-60,0,60000,0
1635867469542,1635769373624,57,2,-600,-60,0,23594,0
1635867473543,1635769405296,57,3,4,-60,2500,3988,0
1635867480508,1635769435036,57,3,5,-60,2500,6955,0
1635867520888,1635769287997,57,2,1,-600,2500,40369,0
1635867529858,1635769373624,57,2,1,-600,2500,8958,0
1635867538659,1624919188917,57,3,4,1,1350,5623,1
1635867547862,1624919195463,57,3,5,3,1350,9189,1
1635867590803,1624919188443,57,3,5,3,1350,42923,1
1635867595012,1624919194949,57,3,44,21,2050,4198,1
1635867611774,1635330740763,57,2,1,-600,2500,14314,0
1635867622106,1635340631825,57,2,1,-600,2500,10317,0
1635867637451,1635340695117,57,2,1,-600,2500,15333,0
1635867675521,1635331258470,57,2,-600,-60,0,29053,0
1635867685036,1635284904504,57,3,13,5,2500,9504,1
1635867748630,1635340916058,57,2,-600,-60,0,60000,0
1635867769353,1635327765238,57,2,2,1,2350,20712,1
1635867775285,1635409590317,57,2,-600,-60,0,5920,0
1635867805595,1635161246029,57,3,3,1,2450,30293,1
1635867818727,1635669022863,57,3,5,-60,2500,13112,0
1635867822347,1635285310051,57,4,14,5,2650,3610,1
1635867833969,1635285362155,57,3,4,1,2500,11610,1
1635867879820,1635331258470,57,2,1,-600,2500,36891,0
1635867898844,1615812482586,57,4,108,35,2450,9795,1
1635935506026,1623689222531,57,4,12,4,2650,4965,1
1635935508191,1623689222546,57,3,4,-60,2500,2149,0
1635935519336,1623689222475,57,3,31,13,2500,11134,1
1635935523177,1623689222547,57,3,5,-60,2500,3830,0
1635935528924,1623689222440,57,3,7,4,1500,5735,1
1635935536107,1623689222548,57,2,-600,-60,0,7171,0
1635935544505,1623689222446,57,1,-600,1,2100,8386,1
1635935547153,1623689222549,57,3,3,-60,2500,2638,0
1635935551275,1623689222504,57,4,10,3,2450,4111,1
1635935861543,1623689222541,57,1,-600,1,2100,22041,1
1635935870145,1623689222517,57,1,-600,3,1750,8575,1
1635935873858,1623689222527,57,4,18,5,2650,3699,1
1635935880565,1623689222446,57,1,-600,-600,2100,6692,2
1635935885701,1623689222548,57,3,4,-600,2500,5121,0
1635935889694,1623689222541,57,2,1,-600,2100,3981,2
1635935894221,1623689222517,57,2,1,-600,1750,4516,2
1635935901609,1623689222446,57,1,-600,-600,2100,7377,2
1635935903070,1623689222446,57,2,1,-600,2100,1447,2
1635935910268,1599601956113,57,4,5,1,2650,4632,1
1635935912909,1599601956116,57,3,4,-60,2500,2623,0
1635935914879,1599601956079,57,4,18,5,2800,1955,1
1635935921007,1599601956117,57,2,-600,-60,0,6116,0
1635935924096,1599601956034,57,3,4,1,2300,3077,1
1635935932331,1599601956118,57,3,3,-60,2500,8226,0
1635935936223,1599601956064,57,2,5,4,2200,3880,1
1635935939430,1599601956119,57,3,4,-60,2500,3195,0
1635935952331,1599601956088,57,1,-600,5,2250,12890,1
1635935956820,1599601956114,57,3,4,1,2500,4479,1
1635935959179,1599601956099,57,4,17,5,2650,2347,1
1635935961730,1599601956101,57,4,13,4,2650,2542,1
1635935967760,1599601956088,57,2,1,-600,2250,6003,2
1635935970298,1599601956117,57,3,3,-600,2500,2527,0
1635935974674,1338405665491,57,4,9,3,2650,2947,1
1635935979244,1338405665500,57,2,-600,-60,2500,4557,0
1635935981773,1338405665497,57,4,5,1,2650,2511,1
1635935986936,1338405665492,57,2,2,1,2150,5150,1
1635935989175,1338405665449,57,4,18,6,2250,2229,1
1635936207712,1338405665501,57,2,-600,-60,2500,6995,0
1635936212392,1338405665431,57,3,40,14,2650,4658,1
1635936214713,1338405665468,57,4,4,1,2450,2310,1
1635936220777,1338405665499,57,3,3,1,2500,6053,1
1635936226022,1338405665502,57,2,-600,-60,2500,5234,0
1635936229916,1338405665495,57,4,5,1,2450,3882,1
1635936232924,1338405665485,57,4,13,4,2650,2995,1
1635936236900,1338405665474,57,3,4,1,2300,3964,1
1635936239307,1338405665503,57,3,4,-60,2500,2396,0
1635936242197,1338405665466,57,4,12,4,2600,2879,1
1635936258301,1338405665428,57,4,53,15,2800,6443,1
1635936272102,1338405665440,57,1,-600,2,1300,13787,1
1635936281131,1338405665500,57,1,-60,-600,2500,9012,0
1635936290146,1338405665501,57,2,1,-600,2500,9002,0
1635936299024,1338405665500,57,2,-600,-60,2500,8866,0
1635936302620,1338405665440,57,2,1,-600,1300,3587,2
1635936306006,1338405665500,57,2,1,-600,2500,3374,0
1635936308077,1338405665502,57,3,5,-600,2500,2061,0
1635936317066,1611479168494,57,3,49,23,2200,7226,1
1635936329843,1624919192488,57,4,210,66,2650,5138,1
1635956284307,1612876540882,59,3,6,5,1300,11832,1
1635962793892,1634572286759,60,3,31,11,2650,6102,1
1635962866494,1635769287997,60,2,3,1,2350,60000,1
1635962890322,1635769562895,60,2,-600,-60,0,23824,0
1635962915340,1635452432725,60,2,2,1,1950,25016,1
1635962969400,1635769648527,60,2,-600,-60,0,54059,0
1635963024626,1635769373624,60,3,3,1,2500,55224,1
1635963040823,1635769720514,60,2,-600,-60,0,16196,0
1635963062974,1635769785955,60,3,3,-60,2500,22150,0
1635963075780,1635769648527,60,2,1,-600,2500,12804,0
1635963089412,1635769562895,60,2,1,-600,2500,13631,0
1635963122966,1635769720514,60,2,1,-600,2500,33553,0
1635963212111,1635769854248,60,2,-600,-60,0,11962,0
1635963216192,1635769854248,60,2,1,-600,2500,4080,0
1635976548346,1635340916058,60,1,-60,-600,0,60000,0
1635976553647,1635409590317,60,3,5,-600,2500,5126,0
1635976566230,1635669073882,60,3,5,-60,2500,12581,0
1635976586184,1635340695117,60,2,2,1,2350,19952,1
1635976591886,1635669130091,60,3,4,-60,2500,5698,0
1635976628322,1635330740763,60,3,3,1,2500,36435,1
1635976706321,1635340916058,60,2,-600,-60,0,60000,0
1635976760450,1635331258470,60,3,3,1,2500,54127,1
1635976764591,1635669239757,60,2,-600,-60,0,4140,0
1635976768819,1635285383010,60,2,5,3,2350,4227,1
1635976774817,1635669336248,60,3,4,-60,2500,5996,0
1635976790326,1635340631825,60,3,3,1,2500,15509,1
1635976795512,1635669479342,60,3,5,-60,2500,5181,0
1635976800754,1635669872085,60,2,-600,-60,0,5241,0
1635976806525,1635669918006,60,2,-600,-60,0,5770,0
1635976823177,1635786680766,60,3,4,-60,2500,16651,0
1635976941147,1635340916058,60,2,1,-600,2500,60000,0
1635976945772,1635669918006,60,3,4,-600,2500,4444,0
1635976948570,1635669239757,60,3,5,-600,2500,2798,0
1635976951562,1635669872085,60,3,3,-600,2500,2990,0
1636057908485,1623689222455,61,4,8,4,1450,6328,1
1636057912143,1623689222507,61,3,20,8,2500,3609,1
1636057915307,1623689222490,61,2,7,6,2050,3161,1
1636057926305,1623689222446,61,3,3,1,2100,10997,1
1636057929912,1623689222550,61,2,-600,-60,0,3605,0
1636057933339,1623689222540,61,4,9,3,2650,3426,1
1636057940634,1623689222499,61,4,28,9,2650,7293,1
1636057946791,1623689222541,61,1,-600,1,1900,6156,1
1636057949172,1623689222551,61,3,4,-60,2500,2380,0
1636057958310,1623689222517,61,1,-600,1,1550,9136,1
1636057959691,1623689222492,61,4,37,11,2800,1380,1
1636057979288,1623689222464,61,2,6,4,2450,19596,1
1636057983385,1623689222552,61,2,-600,-60,0,4095,0
1636057990078,1623689222533,61,2,6,5,2350,6692,1
1636057994647,1623689222534,61,3,9,3,2500,4567,1
1636057996700,1623689222535,61,4,14,4,2650,2052,1
1636058000202,1623689222553,61,3,4,-60,2500,3500,0
1636058002046,1623689222473,61,4,49,15,2800,1843,1
1636058004937,1623689222537,61,4,15,4,2650,2890,1
1636058008591,1623689222541,61,2,1,-600,1900,3653,2
1636058014228,1623689222550,61,2,1,-600,2500,5635,0
1636058017131,1623689222517,61,2,1,-600,1550,2901,2
1636058019667,1623689222552,61,2,1,-600,2500,2535,0
1636058033702,1599601956073,61,4,27,7,2800,8509,1
1636058038188,1599601956120,61,3,5,-60,2500,4484,0
1636058041708,1599601956093,61,4,7,3,2400,3518,1
1636058064350,1599601956121,61,3,3,-60,2500,22640,0
1636058069289,1599601956088,61,1,-600,1,2050,4938,1
1636058073221,1599601956122,61,3,5,-60,2500,3930,0
1636058074943,1599601956106,61,4,14,4,2650,1721,1
1636058078013,1599601956123,61,3,4,-60,2500,3068,0
1636058082316,1599601956077,61,3,18,7,2500,4301,1
1636058088330,1599601956100,61,3,10,5,2500,6012,1
1636058090740,1599601956102,61,3,14,5,2500,2408,1
1636058094222,1599601956088,61,2,1,-600,2050,3479,2
1636058112862,1338405665504,61,2,-600,-60,2500,11961,0
1636058114898,1338405665438,61,4,47,14,2800,2034,1
1636058116863,1338405665490,61,4,13,4,2650,1963,1
1636058118556,1338405665467,61,4,19,7,2650,1691,1
1636058129829,1338405665418,61,2,5,4,1650,11271,1
1636058133351,1338405665505,61,3,4,-60,2500,3521,0
1636058136340,1338405665486,61,4,18,5,2650,2988,1
1636058140547,1338405665462,61,3,22,9,2500,4205,1
1636058143333,1338405665459,61,4,28,9,2650,2785,1
1636058148420,1338405665500,61,1,-600,1,2300,5085,1
1636058153970,1338405665506,61,2,-600,-60,2500,5549,0
1636058159619,1338405665469,61,4,23,7,2800,5648,1
1636058162096,1338405665484,61,4,18,5,2650,2475,1
