_id,meditation_start,meditation_end,meditation_duration,mindfulness_rating,concentration_rating,comment
673,2020-11-12 20:36:48.587000+00:00,2020-11-12 21:37:04.881000+00:00,3613.0,,,
674,2020-11-13 16:57:01.459000+00:00,2020-11-13 17:27:05.535000+00:00,1802.0,,,
675,2020-11-14 11:49:30.031000+00:00,2020-11-14 11:59:32.479000+00:00,601.0,,,
676,2020-11-14 18:35:10.393000+00:00,2020-11-14 19:36:15.616000+00:00,3662.0,,,
677,2020-11-15 09:21:49.127000+00:00,2020-11-15 10:22:09.214000+00:00,3617.0,,,
678,2020-11-15 19:24:17.007000+00:00,2020-11-15 20:24:28.542000+00:00,3608.0,,,
679,2020-11-16 19:25:26.709000+00:00,2020-11-16 20:25:45.072000+00:00,3615.0,,,
680,2020-11-17 06:53:19.517000+00:00,2020-11-17 07:24:08.413000+00:00,1846.0,,,
681,2020-11-17 19:05:26.715000+00:00,2020-11-17 20:05:38.537000+00:00,3608.0,,,
682,2020-11-18 06:54:55.090000+00:00,2020-11-18 07:25:57.345000+00:00,1825.0,,,
683,2020-11-18 21:49:42.119000+00:00,2020-11-18 21:59:51.363000+00:00,607.0,,,
684,2020-11-19 10:50:43.304000+00:00,2020-11-19 11:01:22.459000+00:00,637.0,,,
685,2020-11-19 19:00:23.758000+00:00,2020-11-19 20:01:54.660000+00:00,3606.0,,,
686,2020-11-20 11:25:01.918000+00:00,2020-11-20 11:55:27.003000+00:00,1823.0,,,
687,2020-11-20 19:05:14.506000+00:00,2020-11-20 20:09:12.233000+00:00,3619.0,,,
688,2020-11-21 07:26:26.264000+00:00,2020-11-21 07:57:27.479000+00:00,1859.0,,,
689,2020-11-22 11:42:59.902000+00:00,2020-11-22 12:28:20.744000+00:00,2718.0,,,
690,2020-11-22 20:15:17.745000+00:00,2020-11-22 20:48:43.730000+00:00,2003.0,,,
691,2020-11-23 09:09:32.656000+00:00,2020-11-23 09:19:45.758000+00:00,611.0,,,
692,2020-11-23 17:41:11.841000+00:00,2020-11-23 18:41:27.646000+00:00,3612.0,,,
693,2020-11-24 06:59:18.423000+00:00,2020-11-24 07:09:40.275000+00:00,620.0,,,
694,2020-11-24 18:20:44.580000+00:00,2020-11-24 19:20:57.226000+00:00,3609.0,,,
695,2020-11-25 13:30:51.840000+00:00,2020-11-25 13:41:06.205000+00:00,612.0,,,
696,2020-11-25 15:29:08.426000+00:00,2020-11-25 15:59:35.324000+00:00,1824.0,,,
697,2020-11-25 18:24:12.542000+00:00,2020-11-25 19:24:30.877000+00:00,3615.0,,,
698,2020-11-26 20:19:32.568000+00:00,2020-11-26 21:19:46.851000+00:00,3611.0,,,
699,2020-11-27 10:27:18.091000+00:00,2020-11-27 10:37:41.394000+00:00,621.0,,,
700,2020-11-27 11:51:32.178000+00:00,2020-11-27 11:56:07.399000+00:00,273.0,,,
701,2020-11-27 20:48:44.528000+00:00,2020-11-27 21:21:58.698000+00:00,1990.0,,,
702,2020-11-28 07:16:28.162000+00:00,2020-11-28 07:46:47.999000+00:00,1817.0,,,
703,2020-11-28 16:58:37.401000+00:00,2020-11-28 17:29:48.534000+00:00,1869.0,,,
704,2020-11-29 13:42:26.513000+00:00,2020-11-29 14:12:40.958000+00:00,1812.0,,,
705,2020-11-29 19:57:01.170000+00:00,2020-11-29 20:27:04.264000+00:00,1801.0,,,
706,2020-11-30 18:53:59.440000+00:00,2020-11-30 19:54:16.789000+00:00,3614.0,,,
707,2020-12-01 05:07:54.388000+00:00,2020-12-01 05:38:08.487000+00:00,1812.0,,,
708,2020-12-01 17:46:19.244000+00:00,2020-12-01 18:46:37.955000+00:00,3615.0,,,
709,2020-12-02 15:14:27.644000+00:00,2020-12-02 15:44:45.892000+00:00,1816.0,,,
710,2020-12-02 19:01:00.092000+00:00,2020-12-02 20:01:11.922000+00:00,3608.0,,,
711,2020-12-03 06:44:21.793000+00:00,2020-12-03 07:14:42.251000+00:00,1818.0,,,
712,2020-12-03 18:24:25.804000+00:00,2020-12-03 18:40:30.900000+00:00,953.0,,,
713,2020-12-03 19:33:48.813000+00:00,2020-12-03 20:03:51.931000+00:00,1801.0,,,
714,2020-12-04 06:42:21.682000+00:00,2020-12-04 07:12:45.591000+00:00,1821.0,,,
715,2020-12-05 13:21:31.175000+00:00,2020-12-05 13:36:37.745000+00:00,905.0,,,
716,2020-12-05 17:38:26.919000+00:00,2020-12-05 18:38:49.316000+00:00,3619.0,,,
717,2020-12-06 14:00:58.810000+00:00,2020-12-06 14:32:23.704000+00:00,1883.0,,,
718,2020-12-07 13:22:42.538000+00:00,2020-12-07 13:38:12.721000+00:00,928.0,,,
719,2020-12-07 19:47:31.807000+00:00,2020-12-07 20:27:35.129000+00:00,2401.0,,,
720,2020-12-08 05:46:08.250000+00:00,2020-12-08 06:31:42.504000+00:00,2731.0,,,
721,2020-12-08 18:14:28.342000+00:00,2020-12-08 19:14:36.016000+00:00,3604.0,,,
722,2020-12-09 18:28:56.597000+00:00,2020-12-09 19:29:04.801000+00:00,3605.0,,,
723,2020-12-10 15:05:06.635000+00:00,2020-12-10 15:15:18.845000+00:00,610.0,,,
724,2020-12-10 16:51:06.703000+00:00,2020-12-10 17:51:20.752000+00:00,3611.0,,,
725,2020-12-11 07:52:31.222000+00:00,2020-12-11 07:58:18.648000+00:00,345.0,,,
726,2020-12-12 21:15:02.592000+00:00,2020-12-12 21:55:06.164000+00:00,2401.0,,,
727,2020-12-13 12:39:42.523000+00:00,2020-12-13 13:40:07.849000+00:00,3622.0,,,
728,2020-12-14 04:46:40.117000+00:00,2020-12-14 05:31:57.013000+00:00,2714.0,,,
729,2020-12-14 10:04:22.996000+00:00,2020-12-14 10:14:30.353000+00:00,605.0,,,
730,2020-12-14 17:31:09.314000+00:00,2020-12-14 18:31:25.046000+00:00,3612.0,,,
731,2020-12-15 11:48:50.077000+00:00,2020-12-15 11:59:02.361000+00:00,610.0,,,
732,2020-12-15 16:46:20.294000+00:00,2020-12-15 17:46:28.981000+00:00,3605.0,,,
733,2020-12-16 13:12:29.729000+00:00,2020-12-16 13:22:35.288000+00:00,604.0,,,
734,2020-12-17 08:14:31.178000+00:00,2020-12-17 21:26:27.279000+00:00,907.0,,,
735,2020-12-18 11:17:20.506000+00:00,2020-12-18 11:27:29.429000+00:00,607.0,,,
736,2020-12-18 20:06:16.009000+00:00,2020-12-18 21:06:33.634000+00:00,3614.0,,,
737,2020-12-19 09:00:07.824000+00:00,2020-12-19 09:22:52.265000+00:00,1362.0,,,
738,2020-12-19 20:50:40.417000+00:00,2020-12-19 21:20:59.503000+00:00,1817.0,,,
739,2020-12-20 13:52:15.298000+00:00,2020-12-20 14:52:43.921000+00:00,3623.0,,,
740,2020-12-21 17:16:18.426000+00:00,2020-12-21 17:28:38.577000+00:00,738.0,,,
741,2020-12-22 20:04:26.771000+00:00,2020-12-22 20:49:30.834000+00:00,2701.0,,,
742,2020-12-23 10:18:28.363000+00:00,2020-12-23 10:48:48.354000+00:00,1818.0,,,
743,2020-12-23 17:45:16.191000+00:00,2020-12-23 18:45:35.734000+00:00,3616.0,,,
744,2020-12-24 12:11:04.936000+00:00,2020-12-24 12:41:22.404000+00:00,1815.0,,,
745,2020-12-24 16:08:04.509000+00:00,2020-12-24 16:53:19.121000+00:00,2712.0,,,
746,2020-12-25 13:27:30.152000+00:00,2020-12-25 14:27:58.103000+00:00,3625.0,,,
747,2020-12-26 07:45:38.075000+00:00,2020-12-26 08:15:50.828000+00:00,1810.0,,,
749,2020-12-26 20:03:09.028000+00:00,2020-12-26 21:03:29.804000+00:00,3617.0,,,
750,2020-12-27 06:03:57.767000+00:00,2020-12-27 07:04:21.692000+00:00,3620.0,,,
751,2020-12-27 20:10:26.616000+00:00,2020-12-27 20:51:40.085000+00:00,2471.0,,,
752,2020-12-28 19:00:10.070000+00:00,2020-12-28 20:00:49.597000+00:00,3614.0,,,
753,2020-12-28 21:18:32.003000+00:00,2020-12-28 21:28:38.950000+00:00,605.0,,,
754,2020-12-29 10:48:11.646000+00:00,2020-12-29 10:50:00.401000+00:00,103.0,,,
755,2020-12-29 10:51:28.960000+00:00,2020-12-29 11:01:36.847000+00:00,606.0,,,
756,2020-12-29 16:46:32.682000+00:00,2020-12-29 17:46:41.663000+00:00,3606.0,,,
757,2020-12-30 18:13:38.627000+00:00,2020-12-30 19:15:24.150000+00:00,3649.0,,,
758,2020-12-31 17:05:44.982000+00:00,2020-12-31 17:45:55.300000+00:00,2408.0,,,
759,2020-12-31 20:51:34.589000+00:00,2020-12-31 21:21:55.119000+00:00,1818.0,,,
760,2021-01-01 20:09:32.992000+00:00,2021-01-01 20:19:54.708000+00:00,620.0,,,
761,2021-01-02 08:08:06.593000+00:00,2021-01-02 08:38:31.077000+00:00,1822.0,,,
762,2021-01-02 18:25:33.074000+00:00,2021-01-02 19:25:50.924000+00:00,3614.0,,,
763,2021-01-03 09:01:57.568000+00:00,2021-01-03 09:32:14.140000+00:00,1814.0,,,
764,2021-01-03 19:55:06.364000+00:00,2021-01-03 20:35:24.726000+00:00,2416.0,,,
765,2021-01-04 07:53:00.041000+00:00,2021-01-04 08:03:34.141000+00:00,632.0,,,
766,2021-01-04 14:44:15.627000+00:00,2021-01-04 15:14:49.050000+00:00,1831.0,,,
767,2021-01-04 18:15:04.639000+00:00,2021-01-04 19:15:19.263000+00:00,3611.0,,,
768,2021-01-05 07:19:21.792000+00:00,2021-01-05 07:49:46.726000+00:00,1822.0,,,
769,2021-01-05 16:58:53.351000+00:00,2021-01-05 17:29:11.649000+00:00,1816.0,,,
770,2021-01-05 21:35:52.690000+00:00,2021-01-05 22:06:21.536000+00:00,1826.0,,,
771,2021-01-06 13:37:45.754000+00:00,2021-01-06 13:48:01.727000+00:00,614.0,,,
772,2021-01-06 16:03:30.164000+00:00,2021-01-06 16:15:03.263000+00:00,691.0,,,
773,2021-01-06 17:32:04.551000+00:00,2021-01-06 18:33:26.844000+00:00,3642.0,,,
774,2021-01-06 20:53:56.493000+00:00,2021-01-06 21:24:18.449000+00:00,1820.0,,,
775,2021-01-07 07:05:57.552000+00:00,2021-01-07 07:39:46.704000+00:00,1815.0,,,
776,2021-01-07 17:06:23.026000+00:00,2021-01-07 17:56:37.577000+00:00,3012.0,,,
777,2021-01-07 20:31:34.665000+00:00,2021-01-07 20:41:44.141000+00:00,608.0,,,
778,2021-01-08 17:50:05.793000+00:00,2021-01-08 18:52:19.271000+00:00,3610.0,,,
779,2021-01-08 22:16:31.629000+00:00,2021-01-08 22:47:04.082000+00:00,1830.0,,,
781,2021-01-09 09:25:17.620000+00:00,2021-01-09 09:35:17.620000+00:00,600.0,,,
782,2021-01-09 18:10:26.838000+00:00,2021-01-09 19:10:49.373000+00:00,3619.0,,,
783,2021-01-10 08:24:49.317000+00:00,2021-01-10 09:00:30.536000+00:00,1821.0,,,
784,2021-01-10 20:36:22.519000+00:00,2021-01-10 21:36:38.497000+00:00,3613.0,,,
785,2021-01-11 07:27:11.240000+00:00,2021-01-11 07:37:37.505000+00:00,624.0,,,
786,2021-01-11 10:21:21.314000+00:00,2021-01-11 10:31:35.487000+00:00,612.0,,,
787,2021-01-11 14:50:50.359000+00:00,2021-01-11 15:00:59.190000+00:00,607.0,,,
788,2021-01-11 18:36:08.107000+00:00,2021-01-11 19:41:36.923000+00:00,3618.0,,,
789,2021-01-12 06:58:29.651000+00:00,2021-01-12 07:28:53.762000+00:00,1822.0,,,
790,2021-01-12 15:05:00.033000+00:00,2021-01-12 15:15:13.069000+00:00,611.0,,,
791,2021-01-12 19:38:01.851000+00:00,2021-01-12 20:38:18.485000+00:00,3613.0,,,
792,2021-01-13 12:46:38.426000+00:00,2021-01-13 12:58:13.217000+00:00,693.0,,,
793,2021-01-13 13:45:45.997000+00:00,2021-01-13 13:56:26.234000+00:00,638.0,,,
794,2021-01-13 20:46:14.230000+00:00,2021-01-13 21:46:40.565000+00:00,3623.0,,,
795,2021-01-14 14:40:59.044000+00:00,2021-01-14 15:11:16.040000+00:00,1815.0,,,
796,2021-01-15 07:56:54.109000+00:00,2021-01-15 08:27:21.933000+00:00,1825.0,,,
797,2021-01-15 18:46:47.142000+00:00,2021-01-15 19:48:47.321000+00:00,3613.0,,,
798,2021-01-16 08:30:34.135000+00:00,2021-01-16 09:30:55.136000+00:00,3618.0,,,
799,2021-01-16 19:52:27.823000+00:00,2021-01-16 20:27:34.348000+00:00,2103.0,,,
800,2021-01-17 13:41:20.272000+00:00,2021-01-17 14:41:35.368000+00:00,3612.0,,,
801,2021-01-17 18:26:52.566000+00:00,2021-01-17 18:36:52.566000+00:00,600.0,,,
802,2021-01-17 21:05:06.299000+00:00,2021-01-17 22:05:32.945000+00:00,3623.0,,,
803,2021-01-18 07:59:31.545000+00:00,2021-01-18 08:09:41.589000+00:00,608.0,,,
804,2021-01-18 11:36:01.586000+00:00,2021-01-18 11:46:20.934000+00:00,617.0,,,
805,2021-01-18 18:03:23.488000+00:00,2021-01-18 19:05:08.440000+00:00,3612.0,,,
806,2021-01-18 21:45:35.796000+00:00,2021-01-18 21:56:00.568000+00:00,623.0,,,
807,2021-01-19 15:16:34.514000+00:00,2021-01-19 15:46:54.985000+00:00,1818.0,,,
808,2021-01-19 18:45:29.218000+00:00,2021-01-19 19:45:51.562000+00:00,3619.0,,,
809,2021-01-20 08:35:37.030000+00:00,2021-01-20 08:45:59.053000+00:00,620.0,,,
810,2021-01-20 13:43:51.609000+00:00,2021-01-20 13:54:19.388000+00:00,626.0,,,
811,2021-01-20 15:38:21.677000+00:00,2021-01-20 15:48:39.745000+00:00,616.0,,,
812,2021-01-20 16:25:21.267000+00:00,2021-01-20 17:25:54.279000+00:00,3630.0,,,
813,2021-01-21 08:03:44.833000+00:00,2021-01-21 08:14:05.743000+00:00,619.0,,,
814,2021-01-21 14:58:49.276000+00:00,2021-01-21 15:08:58.278000+00:00,607.0,,,
815,2021-01-21 17:27:07.275000+00:00,2021-01-21 17:57:32.551000+00:00,1823.0,,,
816,2021-01-21 20:30:32.612000+00:00,2021-01-21 20:40:47.918000+00:00,613.0,,,
817,2021-01-22 10:55:35.800000+00:00,2021-01-22 11:05:50.326000+00:00,613.0,,,
818,2021-01-22 17:46:50.862000+00:00,2021-01-22 18:47:35.048000+00:00,3641.0,,,
819,2021-01-22 21:12:05.725000+00:00,2021-01-22 21:42:28.969000+00:00,1821.0,,,
820,2021-01-23 18:00:07.471000+00:00,2021-01-23 18:15:44.393000+00:00,935.0,,,
821,2021-01-23 20:39:09.960000+00:00,2021-01-23 21:11:52.506000+00:00,1960.0,,,
822,2021-01-24 09:22:40.434000+00:00,2021-01-24 10:08:57.128000+00:00,2774.0,,,
823,2021-01-24 20:06:36.133000+00:00,2021-01-24 21:07:17.108000+00:00,3638.0,,,
824,2021-01-25 13:57:28.578000+00:00,2021-01-25 14:07:43.159000+00:00,613.0,,,
825,2021-01-25 16:37:12.958000+00:00,2021-01-25 16:52:52.500000+00:00,902.0,,,
826,2021-01-25 17:19:17.055000+00:00,2021-01-25 18:20:01.457000+00:00,3641.0,,,
827,2021-01-25 21:57:33.716000+00:00,2021-01-25 22:10:18.308000+00:00,763.0,,,
828,2021-01-26 17:22:33.364000+00:00,2021-01-26 18:23:16.884000+00:00,3611.0,,,
829,2021-01-27 08:55:02.877000+00:00,2021-01-27 09:05:15.422000+00:00,611.0,,,
830,2021-01-27 13:56:04.814000+00:00,2021-01-27 14:06:18.285000+00:00,612.0,,,
831,2021-01-27 15:40:24.461000+00:00,2021-01-27 16:00:45.270000+00:00,1219.0,,,
832,2021-01-27 20:09:01.581000+00:00,2021-01-27 21:09:35.950000+00:00,3631.0,,,
833,2021-01-28 07:37:41.402000+00:00,2021-01-28 08:08:14.824000+00:00,1831.0,,,
834,2021-01-28 16:33:22.629000+00:00,2021-01-28 16:39:51.280000+00:00,383.0,,,
835,2021-01-28 17:39:33.223000+00:00,2021-01-28 18:39:56.023000+00:00,3619.0,,,
836,2021-01-29 07:31:56.364000+00:00,2021-01-29 08:04:35.741000+00:00,1818.0,,,
837,2021-01-29 13:39:33.436000+00:00,2021-01-29 13:49:53.174000+00:00,618.0,,,
838,2021-01-29 19:01:57.257000+00:00,2021-01-29 20:02:19.231000+00:00,3619.0,,,
839,2021-01-30 07:15:45.112000+00:00,2021-01-30 07:46:09.318000+00:00,1822.0,,,
840,2021-01-30 17:26:09.414000+00:00,2021-01-30 18:01:17.558000+00:00,2105.0,,,
841,2021-01-31 10:16:14.796000+00:00,2021-01-31 10:46:19.626000+00:00,1802.0,,,
842,2021-01-31 18:06:39.286000+00:00,2021-01-31 18:26:22.653000+00:00,1178.0,,,
843,2021-01-31 20:03:48.259000+00:00,2021-01-31 20:46:14.673000+00:00,2543.0,,,
844,2021-02-01 14:05:57.524000+00:00,2021-02-01 14:16:12.475000+00:00,613.0,,,
845,2021-02-01 19:17:56.845000+00:00,2021-02-01 20:18:18.932000+00:00,3619.0,,,
846,2021-02-02 09:55:36.034000+00:00,2021-02-02 10:05:48.548000+00:00,611.0,,,
847,2021-02-02 19:04:24.295000+00:00,2021-02-02 19:39:06.199000+00:00,2079.0,,,
848,2021-02-02 20:04:03.739000+00:00,2021-02-02 21:04:36.748000+00:00,3630.0,,,
849,2021-02-03 08:19:16.940000+00:00,2021-02-03 08:49:32.436000+00:00,1813.0,,,
850,2021-02-03 19:11:08.058000+00:00,2021-02-03 20:11:34.652000+00:00,3623.0,,,
851,2021-02-04 09:02:32.092000+00:00,2021-02-04 09:12:57.645000+00:00,624.0,,,
852,2021-02-04 17:10:20.974000+00:00,2021-02-04 17:55:46.603000+00:00,2723.0,,,
853,2021-02-04 21:16:02.871000+00:00,2021-02-04 21:51:06.166000+00:00,2101.0,,,
854,2021-02-05 07:38:30.967000+00:00,2021-02-05 07:49:03.295000+00:00,630.0,,,
855,2021-02-05 15:46:55.089000+00:00,2021-02-05 16:07:07.022000+00:00,1210.0,,,
856,2021-02-06 08:38:55.595000+00:00,2021-02-06 09:39:15.155000+00:00,3616.0,,,
857,2021-02-06 14:18:01.910000+00:00,2021-02-06 14:59:28.344000+00:00,2484.0,,,
858,2021-02-07 12:14:20.969000+00:00,2021-02-07 12:59:44.871000+00:00,2721.0,,,
859,2021-02-07 20:17:19.652000+00:00,2021-02-07 21:17:40.275000+00:00,3617.0,,,
860,2021-02-08 08:42:10.085000+00:00,2021-02-08 08:52:10.085000+00:00,600.0,0.0,0.0,No data
861,2021-02-08 15:23:53.274000+00:00,2021-02-08 15:54:16.088000+00:00,1820.0,1.5,1.0,
862,2021-02-08 20:58:49.878000+00:00,2021-02-08 21:48:49.878000+00:00,3000.0,0.0,0.0,No data
863,2021-02-09 13:58:44.851000+00:00,2021-02-09 14:28:44.851000+00:00,1800.0,0.0,0.0,No data
864,2021-02-10 13:00:43.890000+00:00,2021-02-10 13:34:32.624000+00:00,1906.0,1.0,1.0,
865,2021-02-10 17:13:42.982000+00:00,2021-02-10 18:13:42.982000+00:00,3600.0,0.0,0.0,No data
866,2021-02-11 08:11:32.109000+00:00,2021-02-11 08:36:54.946000+00:00,1349.0,1.5,1.5,
867,2021-02-11 11:52:47.633000+00:00,2021-02-11 12:02:47.633000+00:00,600.0,0.0,0.0,No data
868,2021-02-11 16:40:27.701000+00:00,2021-02-11 16:55:27.701000+00:00,900.0,0.0,0.0,No data
869,2021-02-11 20:07:08.679000+00:00,2021-02-11 21:07:08.679000+00:00,3600.0,0.0,0.0,No data
870,2021-02-12 22:00:18.732000+00:00,2021-02-12 23:30:18.732000+00:00,5400.0,0.0,0.0,No data
871,2021-02-13 10:25:50.003000+00:00,2021-02-13 11:26:07.470000+00:00,3614.0,2.0,1.5,
872,2021-02-13 19:58:11.757000+00:00,2021-02-13 20:58:28.657000+00:00,3613.0,2.0,2.0,
873,2021-02-14 20:22:33.903000+00:00,2021-02-14 21:23:12.434000+00:00,3635.0,2.0,2.0,
874,2021-02-15 06:30:40.807000+00:00,2021-02-15 07:01:08.353000+00:00,1824.0,1.0,1.0,
875,2021-02-15 19:17:18.723000+00:00,2021-02-15 20:17:18.723000+00:00,3600.0,0.0,0.0,No data
876,2021-02-16 12:33:24.204000+00:00,2021-02-16 13:03:24.204000+00:00,1800.0,0.0,0.0,No data
877,2021-02-16 18:22:14.705000+00:00,2021-02-16 19:22:14.705000+00:00,3600.0,0.0,0.0,No data
878,2021-02-17 06:02:55.664000+00:00,2021-02-17 07:03:21.051000+00:00,3622.0,1.5,1.5,
879,2021-02-17 21:41:52.475000+00:00,2021-02-17 22:11:52.475000+00:00,1800.0,0.0,0.0,No data
880,2021-02-18 21:36:34.797000+00:00,2021-02-18 22:17:34.797000+00:00,2460.0,0.0,0.0,No data
881,2021-02-19 08:39:15.704000+00:00,2021-02-19 09:39:15.704000+00:00,3600.0,0.0,0.0,No data
882,2021-02-20 08:17:16.655000+00:00,2021-02-20 09:18:02.416000+00:00,3640.0,1.5,2.0,
883,2021-02-21 15:07:12.286000+00:00,2021-02-21 15:30:31.668000+00:00,1397.0,2.0,2.0,
884,2021-02-21 18:04:16.181000+00:00,2021-02-21 18:21:31.939000+00:00,1034.0,1.5,1.5,
885,2021-02-22 13:02:59.407000+00:00,2021-02-22 13:12:59.407000+00:00,600.0,1.5,2.0,
888,2021-02-22 20:00:42.086000+00:00,2021-02-22 21:00:42.086000+00:00,3600.0,2.0,2.0,
889,2021-02-23 17:40:00.586000+00:00,2021-02-23 18:40:00.586000+00:00,3600.0,1.0,1.0,
890,2021-02-24 18:58:00.018000+00:00,2021-02-24 19:58:00.018000+00:00,3600.0,2.0,2.5,
891,2021-02-24 20:23:20.859000+00:00,2021-02-24 21:23:42.642000+00:00,3619.0,2.0,1.5,
892,2021-02-25 07:07:12.867000+00:00,2021-02-25 07:37:44.222000+00:00,1829.0,2.0,1.5,
893,2021-02-25 20:35:38.958000+00:00,2021-02-25 21:36:03.011000+00:00,3621.0,2.0,2.0,
894,2021-02-26 06:54:05.850000+00:00,2021-02-26 07:24:05.850000+00:00,1800.0,1.0,1.0,
895,2021-02-26 19:18:19.047000+00:00,2021-02-26 20:41:40.635000+00:00,2815.0,1.5,1.5,
896,2021-02-26 21:23:54.196000+00:00,2021-02-26 21:53:54.196000+00:00,1800.0,1.5,1.5,
897,2021-02-27 22:18:06.835000+00:00,2021-02-27 22:48:25.576000+00:00,1817.0,2.0,0.5,
898,2021-02-28 18:26:19.691000+00:00,2021-02-28 18:41:21.764000+00:00,886.0,2.0,2.5,
899,2021-03-01 22:37:50.584000+00:00,2021-03-01 22:48:07.679000+00:00,615.0,0.5,0.5,
900,2021-03-02 19:27:02.323000+00:00,2021-03-02 20:27:39.780000+00:00,3635.0,1.0,1.0,
901,2021-03-03 08:30:39.948000+00:00,2021-03-03 09:00:55.011000+00:00,1813.0,2.0,1.5,Metta
902,2021-03-03 18:56:27.699000+00:00,2021-03-03 19:56:52.026000+00:00,3621.0,2.0,1.5,
903,2021-03-04 17:00:59.498000+00:00,2021-03-04 17:51:12.995000+00:00,3011.0,0.5,0.5,
904,2021-03-05 17:07:40.962000+00:00,2021-03-05 18:07:59.402000+00:00,3616.0,2.0,2.0,
905,2021-03-06 13:46:32.798000+00:00,2021-03-06 14:31:36.254000+00:00,2701.0,2.0,2.0,
906,2021-03-06 20:37:05.123000+00:00,2021-03-06 21:37:24.499000+00:00,3617.0,2.0,2.0,
907,2021-03-07 10:24:03.876000+00:00,2021-03-07 10:34:36.650000+00:00,631.0,1.5,1.5,
908,2021-03-08 08:20:43.391000+00:00,2021-03-08 08:31:01.577000+00:00,616.0,1.0,1.0,
909,2021-03-08 16:01:49.404000+00:00,2021-03-08 16:23:36.458000+00:00,1305.0,2.0,1.0,
910,2021-03-08 18:19:13.514000+00:00,2021-03-08 18:49:30.199000+00:00,1814.0,2.0,2.0,
911,2021-03-09 13:01:35.576000+00:00,2021-03-09 13:11:42.362000+00:00,605.0,1.0,1.5,
912,2021-03-09 20:38:10.906000+00:00,2021-03-09 21:38:29.315000+00:00,3615.0,1.5,1.5,
913,2021-03-10 08:27:37.335000+00:00,2021-03-10 08:39:14.869000+00:00,696.0,1.5,2.0,
914,2021-03-10 17:22:23.959000+00:00,2021-03-10 17:52:53.590000+00:00,1827.0,2.0,2.0,
915,2021-03-11 19:01:17.060000+00:00,2021-03-11 20:01:36.750000+00:00,3617.0,1.5,1.0,
916,2021-03-12 07:26:45.448000+00:00,2021-03-12 07:57:14.290000+00:00,1827.0,1.5,1.5,
917,2021-03-12 16:48:25.922000+00:00,2021-03-12 17:48:56.467000+00:00,3627.0,2.5,2.5,
918,2021-03-13 20:07:01.611000+00:00,2021-03-13 21:07:24.980000+00:00,3620.0,2.5,2.5,
919,2021-03-14 12:26:46.009000+00:00,2021-03-14 12:47:04.376000+00:00,1216.0,2.5,1.5,
920,2021-03-14 21:14:36.483000+00:00,2021-03-14 21:18:49.967000+00:00,252.0,1.0,1.0,
921,2021-03-15 08:10:39.725000+00:00,2021-03-15 08:25:54.443000+00:00,913.0,2.0,1.5,
922,2021-03-16 15:35:13.316000+00:00,2021-03-16 16:35:38.780000+00:00,3622.0,1.5,1.0,
923,2021-03-16 21:01:52.840000+00:00,2021-03-16 22:03:49.645000+00:00,3648.0,1.5,1.0,
924,2021-03-17 07:56:57.117000+00:00,2021-03-17 08:59:15.494000+00:00,3636.0,1.5,1.5,
925,2021-03-17 16:26:23.261000+00:00,2021-03-17 16:56:47.563000+00:00,1822.0,1.5,1.5,
926,2021-03-17 19:43:29.215000+00:00,2021-03-17 20:13:48.706000+00:00,1817.0,1.5,1.5,
927,2021-03-18 08:27:45.918000+00:00,2021-03-18 08:58:08.115000+00:00,1820.0,1.5,1.5,
928,2021-03-18 21:04:01.873000+00:00,2021-03-18 21:49:48.266000+00:00,2744.0,2.0,2.0,
929,2021-03-19 08:05:37.808000+00:00,2021-03-19 08:16:00.726000+00:00,621.0,2.0,1.0,
930,2021-03-19 13:06:40.082000+00:00,2021-03-19 13:16:51.925000+00:00,610.0,1.0,1.0,
931,2021-03-19 16:02:02.177000+00:00,2021-03-19 16:32:27.580000+00:00,1823.0,1.5,1.5,
932,2021-03-19 21:08:52.715000+00:00,2021-03-19 22:00:17.174000+00:00,3080.0,2.0,2.0,
933,2021-03-20 11:34:39.070000+00:00,2021-03-20 11:44:41.421000+00:00,601.0,2.0,1.0,
934,2021-03-20 20:02:56.733000+00:00,2021-03-20 20:46:11.609000+00:00,2592.0,0.5,0.5,
935,2021-03-21 12:37:05.540000+00:00,2021-03-21 13:39:06.053000+00:00,3624.0,2.5,2.5,
936,2021-03-22 14:50:28.478000+00:00,2021-03-22 15:20:31.944000+00:00,1801.0,1.0,1.0,
937,2021-03-22 19:34:47.671000+00:00,2021-03-22 20:35:11.123000+00:00,3620.0,1.5,1.5,
939,2021-03-23 19:04:06.635000+00:00,2021-03-23 19:09:22.578000+00:00,315.0,1.0,1.5,
940,2021-03-24 14:55:12.911000+00:00,2021-03-24 15:08:52.639000+00:00,819.0,1.0,0.5,
941,2021-03-25 18:55:20.437000+00:00,2021-03-25 19:42:26.229000+00:00,2780.0,2.0,2.0,
942,2021-03-26 13:19:15.372000+00:00,2021-03-26 13:29:32.315000+00:00,615.0,1.5,1.5,
943,2021-03-26 20:45:30.410000+00:00,2021-03-26 21:45:46.520000+00:00,3613.0,0.5,0.5,
944,2021-03-27 12:46:22.956000+00:00,2021-03-27 13:31:27.830000+00:00,2702.0,1.5,2.0,
945,2021-03-28 12:22:19.229000+00:00,2021-03-28 12:42:33.075000+00:00,1212.0,1.5,1.5,
946,2021-03-28 20:07:01.856000+00:00,2021-03-28 21:07:25.264000+00:00,3620.0,2.0,2.0,
